student_id,student_name,gender,department,graduation_year,cgpa,backlogs,internships,projects,certifications,aptitude_score,communication_score,placed,company,Company,role,salary,salary_bucket,skills
20059,Aadhya Mehta,Female,CSE,2021,8.58,0,0,2,4,71,70,TRUE,IBM,IBM,SDE-1,14.98,10-20,"Git, Algorithms, Communication, Data Structures, JavaScript, Problem Solving"
20060,Aditya Bhatia,Male,CSE,2021,6.9,0,0,1,2,66,67,TRUE,Infosys,Infosys,Machine Learning Engineer,7.55,6-10,"NumPy, Go, TensorFlow, Python, Git, Algorithms"
20061,Myra Jain,Male,CSE,2021,9.54,1,1,1,1,53,69,TRUE,Adobe,Adobe,Machine Learning Engineer,16.74,10-20,"SQL, Keras, Python, Docker, Data Structures, Git"
20062,Simran Yadav,Male,CSE,2021,8.6,0,0,3,2,67,71,TRUE,PhonePe,PhonePe,System Engineer,12.9,10-20,"Communication, Rust, Git, Algorithms, Data Structures, Problem Solving"
20063,Navya Singh,Male,CSE,2021,7.49,0,2,2,0,57,59,TRUE,JP Morgan,JP Morgan,System Engineer,17.91,10-20,"SQL, Data Structures, Problem Solving, Communication, JavaScript, TypeScript"
20064,Ananya Agarwal,Female,CSE,2021,7.5,0,2,3,1,85,81,TRUE,Morgan Stanley,Morgan Stanley,Business Analyst,21.05,20+,"SQL, Data Structures, Algorithms, Communication, Problem Solving, Git"
20065,Raman Verma,Male,CSE,2021,8.08,0,2,5,0,58,51,TRUE,Cognizant,Cognizant,DevOps Engineer,13.77,10-20,"Problem Solving, Azure, Algorithms, Data Structures, GCP, Communication"
20066,Nisha Singh,Male,CSE,2021,8.56,1,2,1,0,64,64,FALSE,Not Placed,Not Placed,,0,0,"Java, Git, SQL, Algorithms, Rust, Data Structures"
20067,Aisha Patel,Female,CSE,2021,9.79,0,1,2,1,87,72,TRUE,Flipkart,Flipkart,Business Analyst,21.01,20+,"Problem Solving, Data Structures, JavaScript, Docker, Communication, PyTorch"
20068,Karan Jain,Male,CSE,2021,7.3,0,1,2,1,69,79,TRUE,Capgemini,Capgemini,Cloud Engineer,9.38,6-10,"Problem Solving, Azure, Communication, SQL, Data Structures, Go"
20069,Navya Patel,Male,CSE,2021,9.25,1,1,1,0,75,73,TRUE,Byju's,Byju's,Consultant,16.78,10-20,"Data Structures, React, Docker, Communication, Algorithms, C"
20070,Vivaan Bhatia,Male,CSE,2021,6.04,0,0,2,1,80,65,FALSE,Not Placed,Not Placed,,0,0,"Git, Express, Data Structures, JavaScript, Algorithms, Communication"
20071,Kabir Jain,Male,CSE,2021,6.44,0,0,1,0,47,48,FALSE,Not Placed,Not Placed,,0,0,"Go, Git, Java, Data Structures, Algorithms"
20072,Kabir Malhotra,Male,CSE,2021,5.86,0,0,1,0,58,71,FALSE,Not Placed,Not Placed,,0,0,"Git, Python, Algorithms, Data Structures, C++, Communication"
20073,Myra Bhatia,Male,CSE,2021,5.93,0,2,2,2,68,56,TRUE,Accenture,Accenture,Consultant,6.06,6-10,"Algorithms, JavaScript, Problem Solving, Communication, Data Structures, Rust"
20074,Nisha Gupta,Male,CSE,2021,5.88,0,0,1,0,60,84,TRUE,Samsung,Samsung,Cybersecurity Analyst,7.14,6-10,"Git, TypeScript, Data Structures, Pandas, Algorithms, Go"
20075,Krishna Sharma,Male,CSE,2021,7.39,1,1,4,1,84,59,TRUE,JP Morgan,JP Morgan,Business Analyst,21.33,20+,"Pandas, AWS, Problem Solving, Data Structures, C++, Algorithms"
20076,Nisha Patel,Male,CSE,2021,7.06,0,1,4,0,72,76,TRUE,TCS,TCS,Machine Learning Engineer,11.29,10-20,"Git, Keras, Problem Solving, Communication, Java, Data Structures"
20077,Vivaan Patel,Male,CSE,2021,5.6,0,1,4,0,48,63,FALSE,Not Placed,Not Placed,,0,0,"Go, Communication, Git, Algorithms, Python, Data Structures"
20078,Kabir Saxena,Female,CSE,2021,6.39,0,1,3,2,58,59,TRUE,Zomato,Zomato,System Engineer,10.4,10-20,"C, Git, Problem Solving, Algorithms, Node.js, Python"
20079,Navya Sharma,Female,CSE,2021,9.38,0,2,1,1,69,75,TRUE,Morgan Stanley,Morgan Stanley,DevOps Engineer,25.45,20+,"Git, Data Structures, AWS, Communication, C++, Docker"
20080,Arjun Yadav,Male,CSE,2021,9.34,1,1,4,0,65,93,FALSE,Not Placed,Not Placed,,0,0,"JavaScript, Problem Solving, Communication, Go, Git, Data Structures"
20081,Sara Jain,Male,CSE,2021,8.47,0,1,2,0,63,58,TRUE,Amazon,Amazon,DevOps Engineer,20.55,20+,"Git, Algorithms, Pandas, Jenkins, Communication, AWS"
20082,Kabir Saxena,Male,CSE,2021,9.41,0,0,2,1,72,76,TRUE,Zoho,Zoho,Business Analyst,15.72,10-20,"SQL, Pandas, TypeScript, Git, Problem Solving, Algorithms"
20083,Rohan Mehta,Male,CSE,2021,9.35,1,1,4,1,53,67,TRUE,Accenture,Accenture,Cloud Engineer,13.38,10-20,"Data Structures, Algorithms, C, AWS, Problem Solving, Communication"
20084,Pooja Yadav,Male,CSE,2021,8.55,0,1,1,1,70,68,TRUE,Oracle,Oracle,System Engineer,14.3,10-20,"Data Structures, Pandas, TypeScript, Algorithms, Java, Git"
20085,Vikas Kapoor,Male,CSE,2021,8.23,0,2,5,0,89,69,TRUE,NVIDIA,NVIDIA,Data Analyst,22.07,20+,"SQL, Git, Rust, Algorithms, Data Structures, Java"
20086,Nisha Malhotra,Male,CSE,2021,8.5,0,2,2,2,67,62,TRUE,PhonePe,PhonePe,Data Analyst,12.06,10-20,"Problem Solving, Pandas, Java, Git, Communication, SQL"
20087,Myra Chopra,Male,CSE,2021,7.56,0,2,2,0,52,68,TRUE,Amazon,Amazon,Data Analyst,18.15,10-20,"Communication, Data Structures, Problem Solving, Git, Rust, Pandas"
20088,Sara Yadav,Female,CSE,2021,9.81,0,1,1,1,36,62,TRUE,Samsung,Samsung,DevOps Engineer,14.01,10-20,"Azure, Data Structures, Docker, Git, C++, Algorithms"
20089,Nisha Chopra,Male,CSE,2021,9.55,0,1,1,1,57,78,TRUE,Samsung,Samsung,Consultant,14.4,10-20,"C, SQL, Git, Rust, Data Structures, Algorithms"
20090,Krishna Jain,Male,CSE,2021,8.67,0,1,1,2,84,75,TRUE,TCS,TCS,Software Engineer,13.99,10-20,"SQL, Rust, Algorithms, Communication, Data Structures, JavaScript"
20091,Aryan Saxena,Female,CSE,2021,7.4,0,0,1,0,69,77,TRUE,Zomato,Zomato,Data Analyst,11.36,10-20,"Pandas, Communication, Git, Algorithms, Data Structures, C"
20092,Nisha Yadav,Male,CSE,2021,6.21,0,2,1,2,73,64,FALSE,Not Placed,Not Placed,,0,0,"Algorithms, Data Structures, Git, Python, JavaScript"
20093,Riya Chopra,Male,CSE,2021,9.35,0,0,2,2,58,53,TRUE,Freshworks,Freshworks,Consultant,15.89,10-20,"Data Structures, Problem Solving, Communication, Rust, JavaScript, Git"
20094,Myra Malhotra,Male,CSE,2021,9.45,0,0,1,0,67,61,TRUE,NVIDIA,NVIDIA,SDE-1,22.41,20+,"Git, C++, JavaScript, Data Structures, Algorithms"
20095,Pooja Gupta,Male,CSE,2021,6.42,0,1,1,2,72,56,TRUE,Paytm,Paytm,System Engineer,11.67,10-20,"SQL, Express, Git, Data Structures, C++, TypeScript"
20096,Ishaan Patel,Female,CSE,2021,8.35,2,1,2,1,66,87,TRUE,JP Morgan,JP Morgan,System Engineer,18.94,10-20,"Git, Data Structures, Algorithms, Problem Solving, Communication, JavaScript"
20097,Devansh Agarwal,Female,CSE,2021,7.7,1,2,2,2,61,63,TRUE,PhonePe,PhonePe,DevOps Engineer,10.23,10-20,"Data Structures, Problem Solving, Git, Docker, Algorithms, C++"
20098,Diya Yadav,Male,CSE,2021,8.35,0,1,1,1,78,62,TRUE,Goldman Sachs,Goldman Sachs,DevOps Engineer,20.8,20+,"Pandas, Go, GCP, Data Structures, Algorithms, AWS"
20099,Nisha Verma,Male,CSE,2021,7.06,0,2,1,0,63,79,TRUE,Samsung,Samsung,DevOps Engineer,13.07,10-20,"Communication, Go, Azure, Algorithms, Git, Docker"
20100,Ritu Agarwal,Male,CSE,2021,5.86,0,0,2,1,61,89,TRUE,Samsung,Samsung,Consultant,7.57,6-10,"Go, Problem Solving, Next.js, Data Structures, Algorithms, Communication"
20101,Saanvi Bhatia,Male,CSE,2021,8.09,0,2,3,2,86,68,TRUE,Adobe,Adobe,Software Engineer,16.75,10-20,"Git, Docker, Go, Communication, Problem Solving, Algorithms"
20102,Ananya Gupta,Male,CSE,2021,7.26,0,0,1,0,77,69,TRUE,Byju's,Byju's,Software Engineer,13.84,10-20,"Go, Git, React, Algorithms, Python, Data Structures"
20103,Vikas Verma,Female,CSE,2021,7.84,2,0,2,0,56,69,FALSE,Not Placed,Not Placed,,0,0,"Python, TypeScript, Communication, Git, Problem Solving, Data Structures"
20104,Harsh Kumar,Male,CSE,2021,6.19,1,1,2,1,82,80,FALSE,Not Placed,Not Placed,,0,0,"C++, Algorithms, Data Structures, Problem Solving, Communication, Git"
20105,Rohan Jain,Male,CSE,2021,7.61,0,2,1,1,55,63,TRUE,Infosys,Infosys,Machine Learning Engineer,9.8,6-10,"Python, Docker, NoSQL, TensorFlow, Algorithms, C"
20106,Ira Mehta,Male,CSE,2021,7.47,0,1,1,1,63,50,TRUE,IBM,IBM,Cybersecurity Analyst,12.85,10-20,"Data Structures, Pandas, C, Algorithms, Git, Rust"
20107,Aadhya Sharma,Male,CSE,2021,6.48,0,1,1,0,59,68,FALSE,Not Placed,Not Placed,,0,0,"Data Structures, Algorithms, Rust, Python, Docker, Git"
20108,Aadhya Yadav,Female,CSE,2021,6.83,0,0,1,0,69,62,FALSE,Not Placed,Not Placed,,0,0,"Java, Data Structures, Algorithms, CSS, Git, C++"
20109,Ananya Agarwal,Female,CSE,2021,9.39,0,2,2,1,61,74,TRUE,Oracle,Oracle,DevOps Engineer,15.22,10-20,"Problem Solving, Kubernetes, Data Structures, Docker, Git, Communication"
20110,Aadhya Verma,Male,CSE,2021,9.13,0,1,3,0,74,48,TRUE,Flipkart,Flipkart,Consultant,18.31,10-20,"Communication, Go, C, Data Structures, Pandas, Algorithms"
20111,Krishna Bhatia,Male,CSE,2021,9.95,0,1,1,1,80,62,TRUE,Microsoft,Microsoft,Business Analyst,20.08,20+,"PyTorch, SQL, Data Structures, Java, Algorithms, Pandas"
20112,Shaurya Kapoor,Male,CSE,2021,7.18,0,1,2,1,76,62,TRUE,Zoho,Zoho,Software Engineer,12.62,10-20,"Git, Java, TypeScript, Algorithms, Problem Solving, Communication"
20113,Ritu Patel,Female,CSE,2021,8.03,1,1,1,0,83,71,FALSE,Not Placed,Not Placed,,0,0,"Communication, Data Structures, TypeScript, Java, Pandas, Git"
20114,Myra Patel,Male,CSE,2021,9.82,0,1,2,1,56,69,FALSE,Not Placed,Not Placed,,0,0,"Git, Go, Data Structures, Python, Problem Solving, Algorithms"
20115,Pooja Yadav,Female,CSE,2021,7.82,0,2,3,2,56,46,FALSE,Not Placed,Not Placed,,0,0,"Communication, Algorithms, Problem Solving, Data Structures, Node.js, Git"
20116,Aisha Kumar,Female,CSE,2021,6.36,0,2,4,0,68,65,TRUE,Adobe,Adobe,Cloud Engineer,10.85,10-20,"Docker, Go, Algorithms, CI/CD, Kubernetes, Git"
20117,Karan Verma,Male,CSE,2021,5.53,0,2,3,0,66,72,TRUE,Amazon,Amazon,Cloud Engineer,12.39,10-20,"Jenkins, Data Structures, Docker, JavaScript, Problem Solving, Communication"
20118,Myra Gupta,Male,CSE,2021,7.83,0,1,2,2,60,68,TRUE,Adobe,Adobe,Software Engineer,15.08,10-20,"JavaScript, Docker, Data Structures, Algorithms, Communication, Problem Solving"
20119,Rohan Kapoor,Male,CSE,2021,5.89,0,0,2,0,87,60,TRUE,Cognizant,Cognizant,DevOps Engineer,6.69,6-10,"C++, Git, Problem Solving, CI/CD, Docker, Data Structures"
20120,Nisha Malhotra,Male,CSE,2021,6.57,0,0,3,2,77,45,TRUE,Samsung,Samsung,Machine Learning Engineer,9.92,6-10,"Git, Problem Solving, NumPy, Python, Communication, Algorithms"
20121,Karan Patel,Male,CSE,2021,5.92,0,1,2,1,61,71,TRUE,JP Morgan,JP Morgan,Data Analyst,16.69,10-20,"Data Structures, Python, TypeScript, Problem Solving, Communication, Algorithms"
20122,Aadhya Bhatia,Male,CSE,2021,9.18,1,0,1,0,84,64,TRUE,NVIDIA,NVIDIA,Machine Learning Engineer,22.21,20+,"Data Structures, Hadoop, Keras, Git, Java, PyTorch"
20123,Ishaan Sharma,Female,CSE,2021,5.9,0,1,2,1,73,77,TRUE,Morgan Stanley,Morgan Stanley,Cybersecurity Analyst,15.93,10-20,"Communication, C++, Pandas, Git, SQL, C"
20124,Aditya Chopra,Male,CSE,2021,5.59,0,1,2,1,68,83,TRUE,Google,Google,Business Analyst,15.25,10-20,"Git, SQL, Data Structures, Problem Solving, Algorithms, Pandas"
20125,Navya Patel,Other,CSE,2021,6.31,0,1,2,2,78,79,TRUE,Microsoft,Microsoft,Software Engineer,13.38,10-20,"Git, Rust, Algorithms, Problem Solving, Communication, Data Structures"
20126,Pooja Yadav,Male,CSE,2021,6.59,0,1,1,0,45,80,TRUE,Zoho,Zoho,Cybersecurity Analyst,11.64,10-20,"Algorithms, Rust, Pandas, Data Structures, Git, SQL"
20127,Aisha Patel,Male,CSE,2021,5.8,0,0,1,3,66,74,TRUE,Samsung,Samsung,Data Analyst,7.99,6-10,"Algorithms, Pandas, SQL, C, Rust, Data Structures"
20128,Kabir Sharma,Male,CSE,2021,6.83,0,0,2,1,93,76,TRUE,Morgan Stanley,Morgan Stanley,Software Engineer,18.65,10-20,"NoSQL, Communication, TypeScript, Git, Data Structures, Java"
20129,Rohan Saxena,Male,CSE,2021,9.14,1,0,5,1,62,65,TRUE,Zoho,Zoho,Consultant,17.12,10-20,"Algorithms, Problem Solving, Communication, Data Structures, TypeScript, Git"
20130,Vikas Saxena,Male,CSE,2021,7.51,0,1,3,1,64,88,TRUE,Adobe,Adobe,Machine Learning Engineer,15.18,10-20,"TensorFlow, Data Structures, Algorithms, Problem Solving, Communication, SQL"
20131,Krishna Malhotra,Male,CSE,2021,6.42,0,2,1,1,70,66,FALSE,Not Placed,Not Placed,,0,0,"Algorithms, Go, C++, Git, Data Structures"
20132,Arjun Chopra,Female,CSE,2021,9.98,1,1,1,0,57,65,TRUE,Goldman Sachs,Goldman Sachs,Machine Learning Engineer,22.17,20+,"Algorithms, C++, TensorFlow, Git, Hadoop, scikit-learn"
20133,Saanvi Gupta,Male,CSE,2021,8.4,0,0,2,1,80,55,TRUE,Morgan Stanley,Morgan Stanley,Cloud Engineer,22.96,20+,"Git, Algorithms, Data Structures, Docker, Azure, Problem Solving"
20134,Saanvi Chopra,Male,CSE,2021,9.4,0,2,1,1,88,53,TRUE,NVIDIA,NVIDIA,Cloud Engineer,24.65,20+,"C++, Data Structures, Git, Algorithms, Azure, Kubernetes"
20135,Aryan Agarwal,Male,CSE,2021,7.44,1,0,1,1,75,82,TRUE,Wipro,Wipro,System Engineer,11.04,10-20,"C, Rust, Communication, Algorithms, Git, Data Structures"
20136,Nisha Sharma,Male,CSE,2021,8.82,0,0,2,0,71,67,TRUE,Samsung,Samsung,DevOps Engineer,13.35,10-20,"GCP, Problem Solving, Data Structures, Communication, Git, Docker"
20137,Riya Mehta,Other,CSE,2021,8.33,0,0,1,0,69,70,TRUE,Zomato,Zomato,DevOps Engineer,13.57,10-20,"Git, AWS, Data Structures, Rust, GCP, Algorithms"
20138,Nisha Saxena,Female,CSE,2021,7.78,0,1,2,1,66,70,TRUE,Oracle,Oracle,System Engineer,12.34,10-20,"Git, Rust, Docker, Communication, Data Structures, Problem Solving"
20139,Aarav Singh,Male,CSE,2021,7.24,0,1,2,2,50,58,FALSE,Not Placed,Not Placed,,0,0,"Algorithms, Data Structures, Communication, Docker, Problem Solving, Go"
20140,Diya Saxena,Female,CSE,2021,6.6,0,0,3,0,61,76,TRUE,Oracle,Oracle,Software Engineer,6.68,6-10,"Rust, Problem Solving, JavaScript, Git, Data Structures, Communication"
